match_group_id,match_group_size,match_group_sources,duplicate_status,exact_duplicate_size,recommended_action,is_real_gig_guess,needs_review,review_reason,normalized_date,normalized_time,normalized_venue_key,source_family,source_file,source_row,source_segment,source_status,source_calendar,calendar_event_id,gig_bucket,venue_name,event_name,address_or_location,place_id,original_date,original_time,raw_text
G0060,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-10-26,,justdeedeemusic sense by falls front unit cuyahoga falls,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,62,,COMPLETED,,,past,"1749 Front St Unit C, Cuyahoga Falls, OH 44221",JustDeeDeeMusic Live @ Sense By The Falls,"1749 Front St Unit C, Cuyahoga Falls, OH 44221",,"Saturday, October 26, 2024",Not Listed,"Saturday, October 26, 2024 | Not Listed | JustDeeDeeMusic Live @ Sense By The Falls | 1749 Front St Unit C, Cuyahoga Falls, OH 44221"
G0176,1,google_calendar_export,unique_single_source,1,Calendar-only completed gig; review against Facebook/history,yes,,,2024-10-29,15:00,legacy legacy hepburn middleburg heights,google_calendar_export,data/staged/jddm-calendar-gigs.csv,18,,COMPLETED,justdeedeemusic@gmail.com,1nq5re6tlvho1h2ms4ktl8ths8@google.com,past,Legacy,Legacy,"7040 Hepburn Rd, Middleburg Heights, OH 44130",,2024-10-29,3:00pm,"2024-10-29 | 3:00pm | COMPLETED | Legacy | Legacy | 7040 Hepburn Rd, Middleburg Heights, OH 44130"
G0177,1,google_calendar_export,unique_single_source,1,Exclude from gig count unless manually confirmed,no,yes,"Calendar row looks private, proposed, all-day tour, travel, or placeholder",2024-10-29,15:00,private private,google_calendar_export,data/staged/jddm-calendar-gigs.csv,19,,COMPLETED,JDDM Web Events,4he16ibbvkbnaosnv27p6bql38@google.com,past,Private Event,JDDM Private Event,,,2024-10-29,3:00pm,2024-10-29 | 3:00pm | COMPLETED | Private Event | JDDM Private Event
G0260,1,current_sheet_past_gigs,unique_single_source,1,Current sheet-only gig entry; review source cell if it affects totals,yes,,,2024-10-29,,brew garden18590 bagley middleburg heights,current_sheet_past_gigs,assets/data/jddm-venues.csv,62,2,Played in the Past,,,past,Brew Garden18590 Bagley Rd,2024-10-29,"Middleburg Heights, OH 44130, OH",brew-garden18590-bagley-rd-middleburg-heights-oh-44130,2024-10-29,2024-10-29,2024-10-29
G0061,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-02,,amish door village winesburg wilmot,current_sheet_past_gigs,assets/data/jddm-venues.csv,415,1,Played in the Past,,,past,The Market at Amish Door Village,2024-11-02,"1108 Winesburg St, Wilmot, OH, 44689",the-market-at-amish-door-village-wilmot-oh-44689,2024-11-02,2024-11-02,2024-11-02
G0061,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-02,12:00,amish door village winesburg wilmot,current_sheet_past_gigs,assets/data/jddm-venues.csv,415,2,Played in the Past,,,past,The Market at Amish Door Village,2024-11-02 12:00pm ET | COMPLETED | Amish Door Market | 691kl84gqr82ht60hspo3criph@google.com,"1108 Winesburg St, Wilmot, OH, 44689",the-market-at-amish-door-village-wilmot-oh-44689,2024-11-02 12:00pm ET | COMPLETED | Amish Door Market | 691kl84gqr82ht60hspo3criph@google.com,2024-11-02 12:00pm ET | COMPLETED | Amish Door Market | 691kl84gqr82ht60hspo3criph@google.com,2024-11-02 12:00pm ET | COMPLETED | Amish Door Market | 691kl84gqr82ht60hspo3criph@google.com
G0061,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-02,,justdeedeemusic amish door village winesburg wilmot united states,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,63,,COMPLETED,,,past,"1108 Winesburg St, Wilmot, OH 44689, United States",JustDeeDeeMusic Live @ The Market at Amish Door Village,"1108 Winesburg St, Wilmot, OH 44689, United States",,"Saturday, November 02, 2024",Not Listed,"Saturday, November 02, 2024 | Not Listed | JustDeeDeeMusic Live @ The Market at Amish Door Village | 1108 Winesburg St, Wilmot, OH 44689, United States"
G0061,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-02,12:00,amish door amish door,google_calendar_export,data/staged/jddm-calendar-gigs.csv,20,,COMPLETED,justdeedeemusic@gmail.com,691kl84gqr82ht60hspo3criph@google.com,past,Amish Door Market,Amish Door Market,,,2024-11-02,12:00pm,2024-11-02 | 12:00pm | COMPLETED | Amish Door Market | Amish Door Market
G0062,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-09,,pint pie works cleveland massillon bath,current_sheet_past_gigs,assets/data/jddm-venues.csv,422,5,Booked,,,past,The Pint & Pie Works,2024-11-09 | COMPLETED | JustDeeDeeMusic Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd,"1925 North Cleveland Massillon Rd, Bath, OH",the-pint-and-pie-works-bath-oh,2024-11-09 | COMPLETED | JustDeeDeeMusic Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd,2024-11-09 | COMPLETED | JustDeeDeeMusic Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd,2024-11-09 | COMPLETED | JustDeeDeeMusic Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd
G0062,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Ignore metadata fragment; it points back to the same historical gig,review,yes,"Looks like metadata from the source cell, not a separate gig",2024-11-09,,pint pie works cleveland massillon bath,current_sheet_past_gigs,assets/data/jddm-venues.csv,422,17,Booked,,,past,The Pint & Pie Works,OH 44333 | historical-2024-11-09-the-pint-pie-works-justdeedeemusic-live-the-pint-pie-works-64,"1925 North Cleveland Massillon Rd, Bath, OH",the-pint-and-pie-works-bath-oh,OH 44333 | historical-2024-11-09-the-pint-pie-works-justdeedeemusic-live-the-pint-pie-works-64,OH 44333 | historical-2024-11-09-the-pint-pie-works-justdeedeemusic-live-the-pint-pie-works-64,OH 44333 | historical-2024-11-09-the-pint-pie-works-justdeedeemusic-live-the-pint-pie-works-64
G0062,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-09,,justdeedeemusic pint pie works cleveland massillon akron,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,64,,COMPLETED,,,past,"1925 N Cleveland Massillon Rd, Akron, OH 44333",JustDeeDeeMusic Live @ The Pint & Pie Works,"1925 N Cleveland Massillon Rd, Akron, OH 44333",,"Saturday, November 09, 2024",Not Listed,"Saturday, November 09, 2024 | Not Listed | JustDeeDeeMusic Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd, Akron, OH 44333"
G0063,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-09,,seville christmas preview seville,current_sheet_past_gigs,assets/data/jddm-venues.csv,510,1,Played in the Past,,,past,Seville's Christmas Preview,2024-11-09,"Seville, Ohio, OH",seville-s-christmas-preview-seville-ohio,2024-11-09,2024-11-09,2024-11-09
G0063,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-09,11:30,seville christmas preview seville,current_sheet_past_gigs,assets/data/jddm-venues.csv,510,2,Played in the Past,,,past,Seville's Christmas Preview,2024-11-09 11:30am ET | COMPLETED | JustDeeDeeMusic Live @ Seville's Christmas Preview | Seville,"Seville, Ohio, OH",seville-s-christmas-preview-seville-ohio,2024-11-09 11:30am ET | COMPLETED | JustDeeDeeMusic Live @ Seville's Christmas Preview | Seville,2024-11-09 11:30am ET | COMPLETED | JustDeeDeeMusic Live @ Seville's Christmas Preview | Seville,2024-11-09 11:30am ET | COMPLETED | JustDeeDeeMusic Live @ Seville's Christmas Preview | Seville
G0063,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-09,,justdeedeemusic seville christmas preview seville,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,65,,COMPLETED,,,past,"Seville, Ohio",JustDeeDeeMusic Live @ Seville's Christmas Preview,"Seville, Ohio",,"Saturday, November 09, 2024",Not Listed,"Saturday, November 09, 2024 | Not Listed | JustDeeDeeMusic Live @ Seville's Christmas Preview | Seville, Ohio"
G0063,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-09,11:30,seville christmas preview justdeedeemusic seville christmas preview seville,google_calendar_export,data/staged/jddm-calendar-gigs.csv,21,,COMPLETED,justdeedeemusic@gmail.com,5dt69gjd41ocrbc24ek6fehak1@google.com,past,Seville's Christmas Preview,JustDeeDeeMusic Live @ Seville's Christmas Preview,"Seville, OH 44273, USA",,2024-11-09,11:30am,"2024-11-09 | 11:30am | COMPLETED | Seville's Christmas Preview | JustDeeDeeMusic Live @ Seville's Christmas Preview | Seville, OH 44273, USA"
G0064,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-10,,das weinhaus erhart litchfield,current_sheet_past_gigs,assets/data/jddm-venues.csv,126,11,Booked,,,past,Das Weinhaus,2024-11-10 | COMPLETED | JustDeeDeeMusic Live @ Das Weinhaus | 3232 Erhart Rd,"3232 Erhart Rd, Litchfield, OH, 44253",das-weinhaus-litchfield-oh-44253,2024-11-10 | COMPLETED | JustDeeDeeMusic Live @ Das Weinhaus | 3232 Erhart Rd,2024-11-10 | COMPLETED | JustDeeDeeMusic Live @ Das Weinhaus | 3232 Erhart Rd,2024-11-10 | COMPLETED | JustDeeDeeMusic Live @ Das Weinhaus | 3232 Erhart Rd
G0064,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Ignore metadata fragment; it points back to the same historical gig,review,yes,"Looks like metadata from the source cell, not a separate gig",2024-11-10,,das weinhaus erhart litchfield,current_sheet_past_gigs,assets/data/jddm-venues.csv,126,62,Booked,,,past,Das Weinhaus,OH 44253 | historical-2024-11-10-das-weinhaus-justdeedeemusic-live-das-weinhaus-66,"3232 Erhart Rd, Litchfield, OH, 44253",das-weinhaus-litchfield-oh-44253,OH 44253 | historical-2024-11-10-das-weinhaus-justdeedeemusic-live-das-weinhaus-66,OH 44253 | historical-2024-11-10-das-weinhaus-justdeedeemusic-live-das-weinhaus-66,OH 44253 | historical-2024-11-10-das-weinhaus-justdeedeemusic-live-das-weinhaus-66
G0064,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-10,,justdeedeemusic das weinhaus erhart litchfield,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,66,,COMPLETED,,,past,"3232 Erhart Rd, Litchfield, OH 44253",JustDeeDeeMusic Live @ Das Weinhaus,"3232 Erhart Rd, Litchfield, OH 44253",,"Sunday, November 10, 2024",Not Listed,"Sunday, November 10, 2024 | Not Listed | JustDeeDeeMusic Live @ Das Weinhaus | 3232 Erhart Rd, Litchfield, OH 44253"
G0178,2,google_calendar_export,duplicate_within_same_source_family,1,Exclude from gig count unless manually confirmed,no,yes,"Calendar row looks private, proposed, all-day tour, travel, or placeholder",2024-11-17,14:00,private emerald solon nursing home private,google_calendar_export,data/staged/jddm-calendar-gigs.csv,22,,COMPLETED,justdeedeemusic@gmail.com,1td1dgqhcmejgg6ej1tncggkkb@google.com,past,Private Event,Emerald Solon Nursing Home private event,,,2024-11-17,2:00pm,2024-11-17 | 2:00pm | COMPLETED | Private Event | Emerald Solon Nursing Home private event
G0178,2,google_calendar_export,duplicate_within_same_source_family,1,Exclude from gig count unless manually confirmed,no,yes,"Calendar row looks private, proposed, all-day tour, travel, or placeholder",2024-11-17,14:00,private private,google_calendar_export,data/staged/jddm-calendar-gigs.csv,23,,COMPLETED,JDDM Web Events,3qb1jppldhjqqoihiij5n1gk2o@google.com,past,Private Event,JDDM Private Event,,,2024-11-17,2:00pm,2024-11-17 | 2:00pm | COMPLETED | Private Event | JDDM Private Event
G0262,1,current_sheet_past_gigs,unique_single_source,1,Current sheet-only gig entry; review source cell if it affects totals,yes,,,2024-11-17,,burntwood solon solon,current_sheet_past_gigs,assets/data/jddm-venues.csv,79,2,Played in the Past,,,past,Burntwood Tavern,2024-11-17,"33675 Solon Rd, Solon, OH, 44139",burntwood-tavern-solon-oh-44139,2024-11-17,2024-11-17,2024-11-17
G0065,3,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-20,19:00,brighten cleve mass copley,current_sheet_past_gigs,assets/data/jddm-venues.csv,68,1,Booked,,,past,Brighten Brewing Company,2024-11-20 7:00pm ET | COMPLETED | New Event Brighton Brewing | 6344CD54-4DD3-4DD4-9F02-CED9E98729C0,"1374 S Cleve-Mass Rd, Copley, OH, 44321",brighten-brewing-company-copley-oh-44321,2024-11-20 7:00pm ET | COMPLETED | New Event Brighton Brewing | 6344CD54-4DD3-4DD4-9F02-CED9E98729C0,2024-11-20 7:00pm ET | COMPLETED | New Event Brighton Brewing | 6344CD54-4DD3-4DD4-9F02-CED9E98729C0,2024-11-20 7:00pm ET | COMPLETED | New Event Brighton Brewing | 6344CD54-4DD3-4DD4-9F02-CED9E98729C0
G0065,3,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-20,,justdeedeemusic brighten cleve mass copley,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,67,,COMPLETED,,,past,"1374 S Cleve-Mass Rd, Copley, OH 44321",JustDeeDeeMusic Live @ Brighten Brewing Company,"1374 S Cleve-Mass Rd, Copley, OH 44321",,"Wednesday, November 20, 2024",Not Listed,"Wednesday, November 20, 2024 | Not Listed | JustDeeDeeMusic Live @ Brighten Brewing Company | 1374 S Cleve-Mass Rd, Copley, OH 44321"
G0065,3,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-20,19:00,brighton brighton,google_calendar_export,data/staged/jddm-calendar-gigs.csv,24,,COMPLETED,justdeedeemusic@gmail.com,6344CD54-4DD3-4DD4-9F02-CED9E98729C0,past,New Event Brighton Brewing,New Event Brighton Brewing,,,2024-11-20,7:00pm,2024-11-20 | 7:00pm | COMPLETED | New Event Brighton Brewing | New Event Brighton Brewing
G0268,2,current_sheet_past_gigs,duplicate_within_same_source_family,2,Deduplicate repeated source fragments,yes,,,2024-11-20,,hog heaven of philadelphia high philadelphia,current_sheet_past_gigs,assets/data/jddm-venues.csv,209,1,Played in the Past,,,past,Hog Heaven of New Philadelphia,2024-11-20,"1290 W High Ave, New Philadelphia, OH, 44663",hog-heaven-of-new-philadelphia-new-philadelphia-oh-44663,2024-11-20,2024-11-20,2024-11-20
G0268,2,current_sheet_past_gigs,duplicate_within_same_source_family,2,Deduplicate repeated source fragments,yes,,,2024-11-20,,hog heaven of philadelphia high philadelphia,current_sheet_past_gigs,assets/data/jddm-venues.csv,209,2,Played in the Past,,,past,Hog Heaven of New Philadelphia,Wed Nov 20 2024 00:00:00 GMT-0500 (Eastern Standard Time),"1290 W High Ave, New Philadelphia, OH, 44663",hog-heaven-of-new-philadelphia-new-philadelphia-oh-44663,Wed Nov 20 2024 00:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 20 2024 00:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 20 2024 00:00:00 GMT-0500 (Eastern Standard Time)
G0066,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-22,,via roma center ristorante ridge royalton,current_sheet_past_gigs,assets/data/jddm-venues.csv,470,1,Played in the Past,,,past,Via Roma Event Center & Ristorante,2024-11-22 | COMPLETED | JustDeeDeeMusic Live @ Via Roma | 8922 Ridge Rd,"8922 Ridge Rd, North Royalton, OH, 44133",via-roma-event-center-and-ristorante-north-royalton-oh-44133,2024-11-22 | COMPLETED | JustDeeDeeMusic Live @ Via Roma | 8922 Ridge Rd,2024-11-22 | COMPLETED | JustDeeDeeMusic Live @ Via Roma | 8922 Ridge Rd,2024-11-22 | COMPLETED | JustDeeDeeMusic Live @ Via Roma | 8922 Ridge Rd
G0066,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Ignore metadata fragment; it points back to the same historical gig,review,yes,"Looks like metadata from the source cell, not a separate gig",2024-11-22,,via roma center ristorante ridge royalton,current_sheet_past_gigs,assets/data/jddm-venues.csv,470,13,Played in the Past,,,past,Via Roma Event Center & Ristorante,OH 44133 | historical-2024-11-22-via-roma-justdeedeemusic-live-via-roma-68,"8922 Ridge Rd, North Royalton, OH, 44133",via-roma-event-center-and-ristorante-north-royalton-oh-44133,OH 44133 | historical-2024-11-22-via-roma-justdeedeemusic-live-via-roma-68,OH 44133 | historical-2024-11-22-via-roma-justdeedeemusic-live-via-roma-68,OH 44133 | historical-2024-11-22-via-roma-justdeedeemusic-live-via-roma-68
G0066,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-22,,justdeedeemusic via roma ridge royalton,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,68,,COMPLETED,,,past,"8922 Ridge Rd, North Royalton, OH 44133",JustDeeDeeMusic Live @ Via Roma,"8922 Ridge Rd, North Royalton, OH 44133",,"Friday, November 22, 2024",Not Listed,"Friday, November 22, 2024 | Not Listed | JustDeeDeeMusic Live @ Via Roma | 8922 Ridge Rd, North Royalton, OH 44133"
G0067,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-29,,madison main madison,current_sheet_past_gigs,assets/data/jddm-venues.csv,250,1,Played in the Past,,,past,Madison Brewing Company,2024-11-29,"70 W Main St, Madison, OH, 44057",madison-brewing-company-madison-oh-44057,2024-11-29,2024-11-29,2024-11-29
G0067,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-29,18:00,madison main madison,current_sheet_past_gigs,assets/data/jddm-venues.csv,250,2,Played in the Past,,,past,Madison Brewing Company,2024-11-29 6:00pm ET | COMPLETED | Madison Brewing | 7tt1dvkb8gah0ahsttior4f9hv@google.com,"70 W Main St, Madison, OH, 44057",madison-brewing-company-madison-oh-44057,2024-11-29 6:00pm ET | COMPLETED | Madison Brewing | 7tt1dvkb8gah0ahsttior4f9hv@google.com,2024-11-29 6:00pm ET | COMPLETED | Madison Brewing | 7tt1dvkb8gah0ahsttior4f9hv@google.com,2024-11-29 6:00pm ET | COMPLETED | Madison Brewing | 7tt1dvkb8gah0ahsttior4f9hv@google.com
G0067,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-29,,justdeedeemusic madison main madison united states,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,69,,COMPLETED,,,past,"70 W Main St, Madison, OH 44057-3126, United States",JustDeeDeeMusic Live @ Madison Brewing Company,"70 W Main St, Madison, OH 44057-3126, United States",,"Friday, November 29, 2024",Not Listed,"Friday, November 29, 2024 | Not Listed | JustDeeDeeMusic Live @ Madison Brewing Company | 70 W Main St, Madison, OH 44057-3126, United States"
G0067,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-11-29,18:00,madison madison,google_calendar_export,data/staged/jddm-calendar-gigs.csv,25,,COMPLETED,justdeedeemusic@gmail.com,7tt1dvkb8gah0ahsttior4f9hv@google.com,past,Madison Brewing,Madison Brewing,,,2024-11-29,6:00pm,2024-11-29 | 6:00pm | COMPLETED | Madison Brewing | Madison Brewing
G0068,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-12-06,,bummin beaver washington chagrin falls,current_sheet_past_gigs,assets/data/jddm-venues.csv,74,1,Booked,,,past,Bummin' Beaver Brewery,2024-12-06 | COMPLETED | JustDeeDeeMusic Live @ Bummin' Beaver Brewery | 11610 E Washington St,"11610 E Washington St, Chagrin Falls, OH, 44023",bummin-beaver-brewery-chagrin-falls-oh-44023,2024-12-06 | COMPLETED | JustDeeDeeMusic Live @ Bummin' Beaver Brewery | 11610 E Washington St,2024-12-06 | COMPLETED | JustDeeDeeMusic Live @ Bummin' Beaver Brewery | 11610 E Washington St,2024-12-06 | COMPLETED | JustDeeDeeMusic Live @ Bummin' Beaver Brewery | 11610 E Washington St
G0068,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Ignore metadata fragment; it points back to the same historical gig,review,yes,"Looks like metadata from the source cell, not a separate gig",2024-12-06,,bummin beaver washington chagrin falls,current_sheet_past_gigs,assets/data/jddm-venues.csv,74,12,Booked,,,past,Bummin' Beaver Brewery,OH 44023 | historical-2024-12-06-bummin-beaver-brewery-justdeedeemusic-live-bummin-beaver-brewery-70,"11610 E Washington St, Chagrin Falls, OH, 44023",bummin-beaver-brewery-chagrin-falls-oh-44023,OH 44023 | historical-2024-12-06-bummin-beaver-brewery-justdeedeemusic-live-bummin-beaver-brewery-70,OH 44023 | historical-2024-12-06-bummin-beaver-brewery-justdeedeemusic-live-bummin-beaver-brewery-70,OH 44023 | historical-2024-12-06-bummin-beaver-brewery-justdeedeemusic-live-bummin-beaver-brewery-70
G0068,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-12-06,,justdeedeemusic bummin beaver washington chagrin falls,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,70,,COMPLETED,,,past,"11610 E Washington St, Chagrin Falls, OH 44023",JustDeeDeeMusic Live @ Bummin' Beaver Brewery,"11610 E Washington St, Chagrin Falls, OH 44023",,"Friday, December 06, 2024",Not Listed,"Friday, December 06, 2024 | Not Listed | JustDeeDeeMusic Live @ Bummin' Beaver Brewery | 11610 E Washington St, Chagrin Falls, OH 44023"
G0069,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-12-08,,das weinhaus erhart litchfield,current_sheet_past_gigs,assets/data/jddm-venues.csv,126,12,Booked,,,past,Das Weinhaus,2024-12-08 | COMPLETED | Christmas Party with music by Just Dee Dee at Das Weinhaus | 3232 Erhart Road,"3232 Erhart Rd, Litchfield, OH, 44253",das-weinhaus-litchfield-oh-44253,2024-12-08 | COMPLETED | Christmas Party with music by Just Dee Dee at Das Weinhaus | 3232 Erhart Road,2024-12-08 | COMPLETED | Christmas Party with music by Just Dee Dee at Das Weinhaus | 3232 Erhart Road,2024-12-08 | COMPLETED | Christmas Party with music by Just Dee Dee at Das Weinhaus | 3232 Erhart Road
G0069,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Ignore metadata fragment; it points back to the same historical gig,review,yes,"Looks like metadata from the source cell, not a separate gig",2024-12-08,,das weinhaus erhart litchfield,current_sheet_past_gigs,assets/data/jddm-venues.csv,126,66,Booked,,,past,Das Weinhaus,Ohio 44253 | historical-2024-12-08-das-weinhaus-christmas-party-with-music-by-just-dee-dee-at-das-weinhaus-71,"3232 Erhart Rd, Litchfield, OH, 44253",das-weinhaus-litchfield-oh-44253,Ohio 44253 | historical-2024-12-08-das-weinhaus-christmas-party-with-music-by-just-dee-dee-at-das-weinhaus-71,Ohio 44253 | historical-2024-12-08-das-weinhaus-christmas-party-with-music-by-just-dee-dee-at-das-weinhaus-71,Ohio 44253 | historical-2024-12-08-das-weinhaus-christmas-party-with-music-by-just-dee-dee-at-das-weinhaus-71
G0069,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-12-08,,christmas party by das weinhaus erhart litchfield united states,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,71,,COMPLETED,,,past,"3232 Erhart Road, Litchfield, OH, United States, Ohio 44253",Christmas Party with music by Just Dee Dee at Das Weinhaus,"3232 Erhart Road, Litchfield, OH, United States, Ohio 44253",,"Sunday, December 08, 2024",Not Listed,"Sunday, December 08, 2024 | Not Listed | Christmas Party with music by Just Dee Dee at Das Weinhaus | 3232 Erhart Road, Litchfield, OH, United States, Ohio 44253"
G0070,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-12-13,,sense by falls front unit cuyahoga falls,current_sheet_past_gigs,assets/data/jddm-venues.csv,345,4,Told No / Closed / No Music,,,past,Sense by The Falls,2024-12-13 | COMPLETED | JustDeeDeeMusic Live @ Sense By The Falls | 1749 Front St Unit C,"1749 Front St Unit C, Cuyahoga Falls, OH, 44221",sense-by-the-falls-cuyahoga-falls-oh-44221,2024-12-13 | COMPLETED | JustDeeDeeMusic Live @ Sense By The Falls | 1749 Front St Unit C,2024-12-13 | COMPLETED | JustDeeDeeMusic Live @ Sense By The Falls | 1749 Front St Unit C,2024-12-13 | COMPLETED | JustDeeDeeMusic Live @ Sense By The Falls | 1749 Front St Unit C
G0070,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,2,Ignore metadata fragment; it points back to the same historical gig,review,yes,"Looks like metadata from the source cell, not a separate gig",2024-12-13,,sense by falls front unit cuyahoga falls,current_sheet_past_gigs,assets/data/jddm-venues.csv,345,9,Told No / Closed / No Music,,,past,Sense by The Falls,OH 44221 | historical-2024-12-13-sense-by-the-falls-justdeedeemusic-live-sense-by-the-falls-72,"1749 Front St Unit C, Cuyahoga Falls, OH, 44221",sense-by-the-falls-cuyahoga-falls-oh-44221,OH 44221 | historical-2024-12-13-sense-by-the-falls-justdeedeemusic-live-sense-by-the-falls-72,OH 44221 | historical-2024-12-13-sense-by-the-falls-justdeedeemusic-live-sense-by-the-falls-72,OH 44221 | historical-2024-12-13-sense-by-the-falls-justdeedeemusic-live-sense-by-the-falls-72
G0070,3,current_sheet_past_gigs; facebook_chronological,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2024-12-13,,justdeedeemusic sense by falls front unit cuyahoga falls,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,72,,COMPLETED,,,past,"1749 Front St Unit C, Cuyahoga Falls, OH 44221",JustDeeDeeMusic Live @ Sense By The Falls,"1749 Front St Unit C, Cuyahoga Falls, OH 44221",,"Friday, December 13, 2024",Not Listed,"Friday, December 13, 2024 | Not Listed | JustDeeDeeMusic Live @ Sense By The Falls | 1749 Front St Unit C, Cuyahoga Falls, OH 44221"
